Date,Open,High,Low,Close,Underlying Value
2022-10-28,41799.25,41942.35,41345.4,41471.6,17786.8
2022-10-31,41799.95,41820.0,41600.0,41775.4,18012.2
2022-11-01,41923.2,42125.0,41671.95,41793.5,18145.4
2022-11-03,41356.0,41900.0,41339.7,41779.75,18052.7
2022-11-04,41839.4,41950.0,41550.0,41742.5,18117.15
2022-11-07,42000.0,42235.75,41850.0,42178.4,18202.8
2022-11-09,42269.35,42420.0,42195.0,42269.5,18157.0
2022-11-10,42100.5,42125.0,41856.25,42083.95,18028.2
2022-11-11,42589.95,42772.1,42411.45,42643.0,18349.7
2022-11-14,42636.4,42718.65,42460.9,42568.5,18329.15
2022-11-15,42590.0,42937.65,42590.0,42868.25,18403.4
2022-11-16,42840.05,43031.25,42785.15,42957.15,18409.65
2022-11-17,42889.85,43036.5,42850.0,42918.05,18343.9
2022-11-18,43001.95,43001.95,42710.95,42909.65,18307.65
2022-11-21,42780.0,42802.95,42675.85,42778.25,18159.95
2022-11-22,42835.75,42932.55,42799.0,42908.5,18244.2
2022-11-23,43004.05,43307.55,42968.5,43197.2,18267.25
2022-11-24,43215.35,43590.0,43207.25,43517.4,18484.1
2022-11-25,43570.0,43792.65,43417.05,43568.6,18512.75
2022-11-28,43497.95,43657.4,43370.0,43542.5,18562.75
2022-11-29,43501.95,43737.95,43501.95,43551.85,18618.05
2022-11-30,43600.0,43750.0,43412.0,43700.6,18758.35
2022-12-01,43890.7,43939.4,43600.0,43735.8,18812.5
2022-12-02,43590.3,43659.4,43417.1,43572.9,18696.1
2022-12-05,43625.3,43810.0,43466.0,43778.9,18701.05
2022-12-06,43724.05,43789.0,43608.05,43712.4,18642.75
2022-12-07,43700.05,43779.95,43440.05,43595.35,18560.5
2022-12-08,43572.95,44043.4,43565.95,44000.45,18609.35
2022-12-09,44025.25,44225.65,43810.0,44013.9,18496.6
2022-12-12,43900.05,44164.0,43810.0,44124.35,18497.15
2022-12-13,44155.0,44321.9,44155.0,44300.5,18608.0
2022-12-14,44391.55,44466.95,44357.4,44392.5,18660.3
2022-12-15,44310.95,44420.0,43754.05,43836.3,18414.9
2022-12-16,43640.05,43900.0,43426.95,43523.2,18269.0
2022-12-19,43580.05,43790.0,43480.0,43754.15,18420.45
2022-12-20,43619.0,43699.05,43287.7,43652.35,18385.3
2022-12-21,43800.05,43894.0,42684.35,42986.7,18199.1
2022-12-22,43000.0,43203.2,42560.0,42698.7,18127.35
2022-12-23,42310.05,42568.45,41883.65,41960.65,17806.8
2022-12-26,42000.0,43037.95,41869.75,42852.3,18014.6
2022-12-27,42955.1,43126.95,42615.0,43074.7,18132.3
2022-12-28,42925.0,43228.65,42900.75,43022.05,18122.5
2022-12-29,42850.0,43452.55,42688.4,43376.65,18191.0
2022-12-30,43501.05,43606.15,43002.0,43165.9,18105.3
2023-01-02,43248.1,43535.0,43136.05,43393.8,18197.45
2023-01-03,43388.75,43661.0,43348.3,43609.3,18232.55
2023-01-04,43595.2,43710.0,43031.0,43136.15,18042.95
