Date,Open,High,Low,Close,Underlying Value
2022-07-01,33400.0,33877.35,33309.1,33785.25,15752.05
2022-07-04,33748.1,34189.2,33748.1,34139.75,15835.35
2022-07-05,34319.0,34520.25,33901.95,33959.3,15810.85
2022-07-06,33934.5,34550.0,33934.45,34507.15,15989.8
2022-07-07,34812.2,35150.0,34760.0,35112.4,16132.9
2022-07-08,35333.0,35426.9,35151.95,35299.85,16220.6
2022-07-11,35226.2,35716.15,35172.1,35614.05,16216.0
2022-07-12,35421.0,35580.0,35230.0,35290.15,16058.3
2022-07-13,35299.0,35484.45,34970.0,35060.05,15966.65
2022-07-14,35035.1,35212.3,34767.6,34854.9,15938.65
2022-07-15,34932.0,35066.55,34685.0,34906.15,16049.2
2022-07-18,35050.0,35596.65,35025.0,35564.3,16278.5
2022-07-19,35394.0,35918.0,35366.35,35865.55,16340.55
2022-07-20,36207.9,36364.05,36045.0,36088.1,16520.85
2022-07-21,36105.0,36466.25,36032.2,36333.1,16605.25
2022-07-22,36459.9,36932.75,36402.1,36838.2,16719.45
2022-07-25,36829.55,37081.95,36575.7,36819.4,16631.0
2022-07-26,36799.95,36799.95,36455.0,36500.8,16483.85
2022-07-27,36453.2,36941.9,36390.0,36914.85,16641.8
2022-07-28,37214.75,37555.0,37192.45,37529.8,16929.6
2022-07-29,37847.65,37898.95,37413.0,37711.45,17158.25
2022-08-01,37770.9,38130.25,37615.0,38094.15,17340.05
2022-08-02,37944.85,38379.95,37825.35,38160.5,17345.45
2022-08-03,38095.25,38277.95,37902.3,38177.0,17388.15
2022-08-04,38326.65,38407.95,37461.2,37929.0,17382.0
2022-08-05,38000.15,38332.0,37969.0,38108.05,17397.5
2022-08-08,38108.0,38511.05,37914.0,38445.15,17525.1
2022-08-10,38501.1,38597.95,38367.0,38513.5,17534.75
2022-08-11,38850.0,39133.4,38849.95,39097.75,17659.0
2022-08-12,39131.55,39270.0,38950.0,39240.55,17698.15
2022-08-16,39411.5,39624.0,39320.6,39465.75,17825.25
2022-08-17,39551.0,39708.65,39421.05,39676.3,17944.25
2022-08-18,39585.9,39948.6,39510.35,39875.35,17956.5
2022-08-19,39941.4,39950.0,39055.55,39184.0,17758.45
2022-08-22,38950.0,38958.5,38459.7,38507.3,17490.7
2022-08-23,38149.9,39100.0,38149.8,38957.1,17577.5
2022-08-24,38975.0,39336.7,38811.5,39257.15,17604.95
2022-08-25,39380.0,39681.15,38949.2,39100.65,17522.45
2022-08-26,39272.0,39525.0,39037.2,39221.85,17558.9
2022-08-29,38315.0,38560.0,38129.0,38441.75,17312.9
2022-08-30,38607.1,39786.65,38606.25,39707.6,17759.3
2022-09-01,39006.0,39828.1,38952.15,39466.75,17542.8
2022-09-02,39519.95,39714.95,39311.3,39542.25,17539.45
2022-09-05,39499.95,39999.0,39456.8,39920.85,17665.8
2022-09-06,39980.0,40174.4,39654.5,39812.25,17655.6
2022-09-07,39440.0,39713.35,39340.0,39592.6,17624.4
2022-09-08,39905.0,40375.0,39820.05,40312.4,17798.75
2022-09-09,40601.15,40753.1,40362.55,40504.5,17833.35
2022-09-12,40642.0,40770.0,40459.3,40673.7,17936.35
2022-09-13,40850.0,40986.3,40783.0,40941.4,18070.05
2022-09-14,40332.0,41680.0,40250.0,41445.15,18003.75
2022-09-15,41519.0,41855.4,41190.1,41302.6,17877.4
2022-09-16,40980.0,41211.25,40567.6,40837.6,17530.85
2022-09-19,40839.85,41267.0,40591.05,40931.2,17622.25
2022-09-20,41399.6,41724.25,41255.15,41494.8,17816.25
2022-09-21,41299.75,41550.0,40940.0,41244.95,17718.35
2022-09-22,40978.0,41218.0,40413.0,40697.35,17629.8
2022-09-23,40520.0,40568.2,39477.3,39642.75,17327.35
2022-09-26,39138.0,39319.8,38544.3,38678.85,17016.3
2022-09-27,38888.0,39079.0,38270.0,38466.1,17007.4
2022-09-28,38100.0,38410.0,37672.0,37809.9,16858.6
2022-09-29,38050.0,38298.3,37524.55,37625.3,16818.1
