Date,Open,High,Low,Close,Underlying Value
2022-08-26,17775.65,17877.05,17730.0,17777.5,17558.9
2022-08-29,17363.4,17552.95,17363.4,17490.9,17312.9
2022-08-30,17597.75,17954.6,17572.25,17932.6,17759.3
2022-09-01,17770.0,17848.95,17606.55,17704.55,17542.8
2022-09-02,17735.15,17778.0,17624.75,17683.15,17539.45
2022-09-05,17670.0,17838.0,17670.0,17825.95,17665.8
2022-09-06,17840.0,17898.35,17720.15,17802.0,17655.6
2022-09-07,17561.95,17790.0,17561.95,17765.6,17624.4
2022-09-08,17842.0,17947.4,17766.0,17936.9,17798.75
2022-09-09,18000.0,18059.1,17923.3,17977.1,17833.35
2022-09-12,17989.0,18132.2,17988.95,18076.1,17936.35
2022-09-13,18195.0,18230.6,18145.7,18217.4,18070.05
2022-09-14,17945.05,18218.7,17925.05,18141.1,18003.75
2022-09-15,18173.65,18209.0,17988.4,18015.85,17877.4
2022-09-16,17952.0,17952.0,17657.05,17697.4,17530.85
2022-09-19,17690.0,17806.0,17579.35,17747.45,17622.25
2022-09-20,17879.8,18051.05,17865.45,17940.55,17816.25
2022-09-21,17895.0,17957.0,17785.0,17848.25,17718.35
2022-09-22,17740.05,17860.35,17667.0,17772.5,17629.8
2022-09-23,17700.05,17773.0,17420.9,17459.75,17327.35
2022-09-26,17302.0,17350.1,17109.0,17151.45,17016.3
2022-09-27,17244.45,17288.8,17064.1,17123.95,17007.4
2022-09-28,17002.0,17127.0,16920.1,16938.3,16858.6
2022-09-29,17100.0,17108.0,16853.65,16887.5,16818.1
2022-09-30,16900.0,17254.3,16814.95,17151.7,17094.35
2022-10-03,17135.6,17152.2,16907.45,16938.0,16887.35
2022-10-04,17150.0,17349.85,17109.75,17335.8,17274.3
2022-10-06,17425.0,17498.75,17360.25,17371.25,17331.8
2022-10-07,17320.0,17395.0,17268.05,17373.8,17314.65
2022-10-10,17250.0,17319.0,17097.55,17271.35,17241.0
2022-10-11,17275.65,17275.7,16997.05,17024.2,16983.55
2022-10-12,17050.95,17170.8,16995.4,17155.5,17123.6
2022-10-13,17111.85,17126.65,16972.05,17048.45,17014.35
2022-10-14,17305.2,17400.85,17211.7,17234.85,17185.7
2022-10-17,17192.0,17357.7,17140.3,17339.65,17311.8
2022-10-18,17470.95,17572.2,17366.7,17538.95,17486.95
2022-10-19,17568.75,17635.0,17500.05,17532.65,17512.25
2022-10-20,17452.2,17596.5,17431.35,17581.45,17563.95
2022-10-21,17602.85,17697.7,17533.45,17599.8,17576.3
2022-10-25,17799.95,17823.75,17676.0,17688.65,17656.35
2022-10-27,17810.05,17850.0,17708.2,17789.2,17736.95
2022-10-28,17781.0,17887.1,17773.3,17830.2,17786.8
2022-10-31,17948.0,18061.75,17926.1,18051.05,18012.2
2022-11-01,18161.1,18225.0,18112.0,18211.2,18145.4
2022-11-03,18046.9,18158.85,18008.0,18118.8,18052.7
2022-11-04,18135.0,18220.8,18069.85,18194.0,18117.15
2022-11-07,18294.9,18308.5,18119.5,18264.15,18202.8
2022-11-09,18345.0,18375.25,18183.3,18216.8,18157.0
2022-11-10,18110.0,18149.9,18030.0,18092.65,18028.2
2022-11-11,18332.55,18439.95,18320.0,18424.0,18349.7
2022-11-14,18432.7,18455.0,18362.65,18379.2,18329.15
2022-11-15,18439.0,18488.8,18342.2,18462.05,18403.4
2022-11-16,18462.0,18493.15,18387.5,18451.85,18409.65
2022-11-17,18400.0,18473.6,18346.1,18378.4,18343.9
2022-11-18,18396.0,18417.0,18256.5,18355.9,18307.65
2022-11-21,18306.1,18306.1,18155.3,18192.2,18159.95
2022-11-22,18221.3,18293.9,18171.55,18281.0,18244.2
2022-11-23,18355.0,18358.0,18264.9,18286.75,18267.25
2022-11-24,18310.0,18487.75,18297.15,18460.2,18484.1
